DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0046982,MF,e,protein heterodimerization activity,49/178,69/939,5.12e-23,4,49,3.18e-20,"GCLC, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, RRAGD"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0003677,MF,e,DNA binding                   ,72/178,165/939,2.21e-16,4,72,9.81e-14,"ABT1, BACH2, E2F3, GTF3C6, HDAC2, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, IRF4, KDM1B, MCM9, SOX4, TDP2, TRIM27, TRMT11, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0046983,MF,e,protein dimerization activity ,51/178,98/939,3.27e-15,3,51,1.36e-12,"DST, GCLC, HEY2, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, RRAGD"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0003676,MF,e,nucleic acid binding          ,79/178,208/939,8.93e-14,3,79,3.47e-11,"ABT1, BACH2, E2F3, EEF1A1, GTF3C6, HDAC2, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, HSPA1A, IRF4, KDM1B, KHDC1, KIAA1586, LSM2, MCM9, PPIL4, SOX4, SYNCRIP, TDP2, TRIM27, TRMT11, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:1901363,MF,e,heterocyclic compound binding ,93/178,301/939,4.66e-10,2,93,1.45e-07,"ABT1, BACH2, CYB5R4, DST, E2F3, EEF1A1, GCLC, GTF3C6, HDAC2, HEY2, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, HSPA1A, HSPA1L, IRF4, KDM1B, KHDC1, KIAA1586, KIF13A, LSM2, MCM9, MTO1, MYO6, NT5E, PIM1, PPIL4, RNGTT, RRAGD, SOX4, SYNCRIP, TDP2, TRIM27, TRMT11, TTK, UBE2J1, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0097159,MF,e,organic cyclic compound binding,93/178,303/939,8.31e-10,2,93,2.35e-07,"ABT1, BACH2, CYB5R4, DST, E2F3, EEF1A1, GCLC, GTF3C6, HDAC2, HEY2, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, HSPA1A, HSPA1L, IRF4, KDM1B, KHDC1, KIAA1586, KIF13A, LSM2, MCM9, MTO1, MYO6, NT5E, PIM1, PPIL4, RNGTT, RRAGD, SOX4, SYNCRIP, TDP2, TRIM27, TRMT11, TTK, UBE2J1, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043565,MF,e,sequence-specific DNA binding ,31/178,65/939,3.94e-08,5,31,8.16e-06,"BACH2, E2F3, HDAC2, HEY2, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, IRF4, SOX4"
Randomized tissue pcHi-C,bases deg17 vs Links w/ 2+ tissue,chr6,GO:0016071,BP,e,mRNA metabolic process        ,34/635,35/982,5.56e-06,7,34,0.00699,"APOBEC2, CDC40, CDC5L, CMTR1, DDX39B, DHX16, DXO, GTF2H4, HSPA1A, HSPA1B, LSM2, MAPK14, POU5F1, PPARD, PPIL1, PRPF4B, PSMB1, PSMB8, PSMB9, QKI, RNGTT, RPL10A, RPS10, RPS12, RPS18, SCAF8, SF3B5, SNRNP48, SNRPC, SRF, SRPK1, SRSF3, USP49, WTAP"
Tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0016071,BP,e,mRNA metabolic process        ,19/178,30/755,2.4e-06,7,19,0.00948,"DDX39B, DHX16, GTF2H4, HSPA1A, HSPA1B, LSM2, MAPK14, POU5F1, PPARD, PPIL1, PSMB8, PSMB9, RPL10A, RPS10, RPS18, SNRPC, SRF, SRPK1, SRSF3"
Tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0002504,BP,e,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,12/178,15/755,5.02e-06,3,12,0.00948,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB1, HLA-DQB2, HLA-DRB1, HLA-DRB5, TAP2, XXbac-BPG181M17.5"
Tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0010467,BP,e,gene expression               ,22/178,42/755,3.74e-05,4,22,0.039,"GTF2H4, HLA-DRB1, HSPA1A, HSPA1B, LSM2, LTB, MAPK14, NELFE, NOTCH4, POLR1C, PPARD, PSMB8, PSMB9, RPL10A, RPS10, RPS18, RXRB, SRSF3, TAF11, TEAD3, VARS, VARS2"
Tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0048002,BP,e,antigen processing and presentation of peptide antigen,15/178,24/755,3.95e-05,3,15,0.039,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB2, HLA-DRB1, HLA-DRB5, HLA-E, PSMB8, PSMB9, TAP1, TAP2, TAPBP"
Tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0019882,BP,e,antigen processing and presentation,18/178,32/755,4.74e-05,2,18,0.039,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB1, HLA-DQB2, HLA-DRB1, HLA-DRB5, HLA-E, MICA, PSMB8, PSMB9, TAP1, TAP2, TAPBP, XXbac-BPG181M17.5"
Tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0002478,BP,e,antigen processing and presentation of exogenous peptide antigen,14/178,22/755,5.5e-05,4,14,0.039,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB2, HLA-DRB1, HLA-DRB5, PSMB8, PSMB9, TAP1, TAP2, TAPBP"
Tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0019884,BP,e,antigen processing and presentation of exogenous antigen,14/178,22/755,5.5e-05,3,14,0.039,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB2, HLA-DRB1, HLA-DRB5, PSMB8, PSMB9, TAP1, TAP2, TAPBP"
Tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0042613,CC,e,MHC class II protein complex  ,12/178,15/755,5.02e-06,5,12,0.00948,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB1, HLA-DQB2, HLA-DRB1, HLA-DRB5, TAP2, XXbac-BPG181M17.5"
Randomized tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0002504,BP,e,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,10/111,15/823,2.29e-06,3,10,0.00676,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB1, HLA-DQB2, TAP2, XXbac-BPG181M17.5"
Randomized tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0019882,BP,e,antigen processing and presentation,15/111,34/823,7.29e-06,2,15,0.00909,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB1, HLA-DQB2, MICA, PSMB8, PSMB9, TAP1, TAP2, TAPBP, XXbac-BPG181M17.5"
Randomized tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0002478,BP,e,antigen processing and presentation of exogenous peptide antigen,12/111,23/823,7.68e-06,4,12,0.00909,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB2, PSMB8, PSMB9, TAP1, TAP2, TAPBP"
Randomized tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0019884,BP,e,antigen processing and presentation of exogenous antigen,12/111,23/823,7.68e-06,3,12,0.00909,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB2, PSMB8, PSMB9, TAP1, TAP2, TAPBP"
Randomized tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0048002,BP,e,antigen processing and presentation of peptide antigen,12/111,25/823,2.32e-05,3,12,0.0229,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB2, PSMB8, PSMB9, TAP1, TAP2, TAPBP"
Randomized tissue Hi-C,bases deg16 vs Links w/ 2+ tissue,chr6,GO:0042613,CC,e,MHC class II protein complex  ,10/111,15/823,2.29e-06,5,10,0.00676,"HLA-DMA, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB1, HLA-DQB2, TAP2, XXbac-BPG181M17.5"
