DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0043227,CC,e,membrane-bounded organelle    ,162/248,474/953,1.12e-08,3,162,3.03e-06,"ABT1, ACOT13, AKIRIN2, ANKRD6, ASF1A, ATP6V1G2, BACH2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, CDKAL1, COL12A1, COX7A2, CRISP3, CYB5R4, DSE, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, EFHC1, EHMT2, ELOVL5, FGD2, FYN, GMNN, GOPC, HDAC2, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HLA-DOB, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, IBTK, ICK, IRF4, KATNA1, KDM1B, KIAA0319, KIAA1009, KPNA5, LCA5, LRRC16A, LSM2, LYRM2, MARCKS, MCM3, MCM9, MDN1, ME1, MRPL18, MTO1, MYO6, NCOA7, NDUFAF4, NFKBIL1, NHLRC1, NQO2, NT5E, PAK1IP1, PHF3, PHIP, PIM1, PNLDC1, PNRC1, PPIL4, PRSS16, PRSS35, PSMB9, PTP4A1, RARS2, REV3L, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SHPRH, SLC17A5, SOD2, SOX4, SUMO4, SYNCRIP, SYNE1, TAP1, TAP2, TBP, TCP1, TDP2, TMEM30A, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, UFL1, UST, WTAP, ZC3H12D, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0043231,CC,e,intracellular membrane-bounded organelle,158/248,462/953,2.59e-08,4,158,6.73e-06,"ABT1, ACOT13, AKIRIN2, ANKRD6, ASF1A, ATP6V1G2, BACH2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, CDKAL1, COX7A2, CRISP3, CYB5R4, DSE, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, EHMT2, ELOVL5, FGD2, FYN, GMNN, GOPC, HDAC2, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HLA-DOB, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, IBTK, ICK, IRF4, KATNA1, KDM1B, KIAA0319, KIAA1009, KPNA5, LRRC16A, LSM2, LYRM2, MARCKS, MCM3, MCM9, MDN1, ME1, MRPL18, MTO1, MYO6, NCOA7, NDUFAF4, NFKBIL1, NHLRC1, NQO2, PAK1IP1, PHF3, PHIP, PIM1, PNLDC1, PNRC1, PPIL4, PRSS16, PRSS35, PSMB9, PTP4A1, RARS2, REV3L, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SHPRH, SLC17A5, SOD2, SOX4, SUMO4, SYNCRIP, SYNE1, TAP1, TAP2, TBP, TCP1, TDP2, TMEM30A, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, UFL1, UST, WTAP, ZC3H12D, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0005654,CC,e,nucleoplasm                   ,40/248,73/953,4.97e-08,2,40,1.24e-05,"E2F3, GMNN, HDAC2, HEY2, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KPNA5, LSM2, MCM3, MYO6, NUP153, ORC3, PSMB1, PSMB8, PSMB9, RNGTT, SRSF12, SYNCRIP, TBP, TRIM27, WTAP"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0043226,CC,e,organelle                     ,165/248,496/953,9.56e-08,2,165,2.29e-05,"ABT1, ACOT13, AKIRIN2, ANKRD6, ASF1A, ATP6V1G2, BACH2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, CDKAL1, COL12A1, COX7A2, CRISP3, CYB5R4, DSE, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, EFHC1, EHMT2, ELOVL5, FGD2, FYN, GMNN, GOPC, HDAC2, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HLA-DOB, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, IBTK, ICK, IRF4, KATNA1, KDM1B, KIAA0319, KIAA1009, KPNA5, LCA5, LRRC16A, LSM2, LYRM2, MARCKS, MCM3, MCM9, MDN1, ME1, MRPL18, MTO1, MYLIP, MYO6, NCOA7, NDUFAF4, NFKBIL1, NHLRC1, NQO2, NT5E, NUP153, PAK1IP1, PHF3, PHIP, PIM1, PNLDC1, PNRC1, PPIL4, PRSS16, PRSS35, PSMB9, PTP4A1, RARS2, REV3L, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SHPRH, SLC17A5, SOD2, SOX4, SUMO4, SYNCRIP, SYNE1, TAP1, TAP2, TBP, TCP1, TDP2, TMEM30A, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, TTK, UFL1, UST, WTAP, ZC3H12D, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0043229,CC,e,intracellular organelle       ,161/248,487/953,4.57e-07,3,161,8.9e-05,"ABT1, ACOT13, AKIRIN2, ANKRD6, ASF1A, ATP6V1G2, BACH2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, CDKAL1, COX7A2, CRISP3, CYB5R4, DSE, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, EHMT2, ELOVL5, FGD2, FYN, GMNN, GOPC, HDAC2, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HLA-DOB, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, IBTK, ICK, IRF4, KATNA1, KDM1B, KIAA0319, KIAA1009, KPNA5, LRRC16A, LSM2, LYRM2, MARCKS, MCM3, MCM9, MDN1, ME1, MRPL18, MTO1, MYLIP, MYO6, NCOA7, NDUFAF4, NFKBIL1, NHLRC1, NQO2, NUP153, PAK1IP1, PHF3, PHIP, PIM1, PNLDC1, PNRC1, PPIL4, PRSS16, PRSS35, PSMB9, PTP4A1, RARS2, REV3L, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SHPRH, SLC17A5, SOD2, SOX4, SUMO4, SYNCRIP, SYNE1, TAP1, TAP2, TBP, TCP1, TDP2, TMEM30A, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, TTK, UFL1, UST, WTAP, ZC3H12D, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0015629,CC,e,actin cytoskeleton            ,14/248,18/953,5.25e-06,6,14,0.00091,"DST, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, MARCKS"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0005622,CC,e,intracellular anatomical structure,40/248,87/953,2.93e-05,2,40,0.00435,"C6orf62, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HLA-DOB, HSPA1A, HSPA1B, MRPL18, MYLIP, NCOA7, NUP153, TRIM27, TRIM38, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF184"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0046982,MF,e,protein heterodimerization activity,50/248,69/953,4.79e-17,4,50,2.49e-14,"GCLC, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KATNA1, RRAGD"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0003677,MF,e,DNA binding                   ,88/248,165/953,9.38e-17,4,88,4.18e-14,"ABT1, BACH2, E2F3, GTF3C6, HDAC2, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HMGN3, HMGN4, HSF2, IRF4, KDM1B, MCM3, MCM9, NUP153, ORC3, REV3L, SHPRH, SOD2, SOX4, TBP, TDP2, TRIM27, TRMT11, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0003676,MF,e,nucleic acid binding          ,99/248,209/953,3.36e-14,3,99,1.4e-11,"ABT1, BACH2, E2F3, EEF1A1, GTF3C6, HDAC2, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, IRF4, KDM1B, KHDC1, KIAA1586, LSM2, MCM3, MCM9, MRPL18, NUP153, ORC3, PNLDC1, PPIL4, REV3L, SHPRH, SOD2, SOX4, SRSF12, SYNCRIP, TBP, TDP2, TRIM27, TRMT11, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:1901363,MF,e,heterocyclic compound binding ,127/248,302/953,7.18e-14,2,127,2.8e-11,"ABT1, BACH2, CYB5R4, DST, E2F3, EEF1A1, FYN, GCLC, GTF3C6, HDAC2, HEY2, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, ICK, IRF4, KATNA1, KDM1B, KHDC1, KIAA1586, KIF13A, LATS1, LMBRD1, LSM2, MAP3K7, MCM3, MCM9, MDN1, ME1, MRPL18, MTO1, MYO6, NT5E, NUP153, ORC3, PGK2, PIM1, PNLDC1, PPIL4, RARS2, REV3L, RNGTT, RRAGD, SHPRH, SOD2, SOX4, SRSF12, SYNCRIP, SYNE1, TAP1, TAP2, TBP, TCP1, TDP2, TRIM27, TRMT11, TTK, UBE2J1, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0097159,MF,e,organic cyclic compound binding,127/248,304/953,1.48e-13,2,127,5.42e-11,"ABT1, BACH2, CYB5R4, DST, E2F3, EEF1A1, FYN, GCLC, GTF3C6, HDAC2, HEY2, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, HSPA1L, ICK, IRF4, KATNA1, KDM1B, KHDC1, KIAA1586, KIF13A, LATS1, LMBRD1, LSM2, MAP3K7, MCM3, MCM9, MDN1, ME1, MRPL18, MTO1, MYO6, NT5E, NUP153, ORC3, PGK2, PIM1, PNLDC1, PPIL4, RARS2, REV3L, RNGTT, RRAGD, SHPRH, SOD2, SOX4, SRSF12, SYNCRIP, SYNE1, TAP1, TAP2, TBP, TCP1, TDP2, TRIM27, TRMT11, TTK, UBE2J1, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0046983,MF,e,protein dimerization activity ,56/248,98/953,5.05e-12,3,56,1.75e-09,"DST, GCLC, GOPC, HEY2, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HSF2, KATNA1, RRAGD, SYNE1, TAP1"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0043565,MF,e,sequence-specific DNA binding ,35/248,65/953,1.13e-06,5,35,0.000213,"BACH2, E2F3, HDAC2, HEY2, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HSF2, IRF4, ORC3, SOX4, TBP, ZKSCAN3"
Tissue pcHi-C,bases deg 17 (log link count) vs Links w/ 1+ tissue,chr6,GO:0005634,CC,e,nucleus                       ,276/786,315/983,2.65e-05,5,276,0.0209,"ABT1, ACAT2, AIF1, AK9, AKAP7, AKIRIN2, ANKRD6, ANKS1A, ARID1B, ASF1A, ATF6B, ATXN1, BACH2, BAG6, BCLAF1, BRD2, BYSL, CCHCR1, CCND3, CDC5L, CDKN1A, CITED2, CLIC1, CMTR1, CSNK2B, CUL7, DAXX, DDX39B, DEF6, DEK, DHX16, DNPH1, DST, DTNBP1, DUSP22, DXO, EEF1A1, EEF1E1, EEF1E1-BLOC1S5, EHMT2, EPB41L2, EPM2A, ETV7, EYA4, FAM120B, FAM50B, FANCE, FBXL4, FGD2, FGFR1OP, FKBP5, FKBPL, FOXC1, FOXF2, FOXO3, FOXP4, FOXQ1, FYN, GCM1, GMNN, GPR110, GRM1, GTF2H4, HDAC2, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HIVEP2, HMGA1, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, IBTK, ICK, IER3, IGF2R, IP6K3, IRAK1BP1, ITPR3, JARID2, KDM1B, KIAA1009, KIF6, KIFC1, LIN28B, LRRC16A, LSM2, LTV1, LYRM4, MAD2L1BP, MAK, MAPK14, MARCKS, MCM3, MCM9, MDC1, MDN1, MLLT4, MOCS1, NCOA7, NEDD9, NELFE, NFKBIL1, NFYA, NHLRC1, NOL7, NOTCH4, NQO2, NR2E1, OLIG3, PAK1IP1, PARK2, PBOV1, PBX2, PDCD2, PERP, PEX3, PGC, PHACTR1, PHF1, PHIP, PIM1, PLAGL1, PNLDC1, PNRC1, POLH, POU3F2, POU5F1, PPARD, PPIL4, PPP1R10, PPP2R5D, PRDM1, PRDM13, PREP, PRICKLE4, PRPF4B, PRRC2A, PSMB9, QKI, RAB23, RAB32, RAB44, RANBP9, RBM24, REV3L, RING1, RIPPLY2, RNF146, RNF8, RNGTT, RPF2, RPP40, RPS6KA2, RRAGD, RREB1, RSPH4A, RUNX2, RXRB, SCAF8, SCAND3, SCML4, SENP6, SERPINB9, SESN1, SF3B5, SH3BGRL2, SHPRH, SIM1, SIRT5, SKIV2L, SNRNP48, SNRPC, SOX4, SPDEF, SRF, SRPK1, STK19, STK38, SUMO4, SUPT3H, SYCP2L, TAF11, TAF8, TAP2, TBP, TBPL1, TBX18, TCF19, TCP1, TEAD3, TFAP2B, TFAP2D, TFEB, TJAP1, TNFAIP3, TRERF1, TRIM27, TSPYL4, TTBK1, TUBB, UBD, UBR2, UFL1, UQCC2, USP49, UTRN, WRNIP1, WTAP, XPO5, ZBTB12, ZBTB2, ZBTB22, ZBTB24, ZBTB9, ZC3H12D, ZFP57, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF311, ZNF318, ZNF322, ZNF451, ZNF76, ZSCAN12, ZSCAN16, ZSCAN23, ZSCAN31, ZSCAN9"
